code,name,category,manufacturer,description,price,sellingPrice,quantity,expiryDate,status
0121-0945,Megestrol Acetate Suspension,Progesterone Congeners [CS],"Pai Holdings, Llc Dba Pai Pharma",Megestrol Acetate,116.22,151.09,83,2028-09-02,IN_STOCK
0121-0948,Potassium Chloride Solution,Increased Large Intestinal Motility [PE],"Pai Holdings, Llc Dba Pai Pharma",POTASSIUM CHLORIDE,53.33,69.33,227,2028-10-11,IN_STOCK
0121-0950,Lidocaine Hydrochloride Solution,Amide Local Anesthetic [EPC],"Pai Holdings, Llc Dba Pai Pharma",Lidocaine Hydrochloride,87.49,113.74,39,2027-03-29,IN_STOCK
0121-0956,Atovaquone Suspension,Antimalarial [EPC],"Pai Holdings, Llc Dba Pai Pharma",Atovaquone,33.13,43.07,198,2028-08-19,IN_STOCK
0121-0965,"Lactulose Powder, For Solution",Acidifying Activity [MoA],"Pai Holdings, Llc Dba Pai Pharma",Lactulose,74.47,96.81,267,2028-12-25,IN_STOCK
0121-0966,Dye Free Childrens Acetaminophen Suspension,General Medicine,"Pai Holdings, Llc Dba Pai Pharma",Acetaminophen,10.16,13.21,94,2028-02-06,IN_STOCK
0121-0970,Lidocaine Pain Relief Patch,Amide Local Anesthetic [EPC],"Pai Holdings, Llc Dba Pai Pharma",Lidocaine Pain Relief,27.53,35.79,260,2028-04-02,IN_STOCK
0121-0972,Lidocaine Hydrochloride Solution,Amide Local Anesthetic [EPC],"Pai Holdings, Llc Dba Pai Pharma",Lidocaine Hydrochloride,134.91,175.38,261,2028-12-11,IN_STOCK
0121-0974,Sucralfate Suspension,Aluminum Complex [EPC],"Pai Holdings, Llc Dba Pai Pharma",Sucralfate,123.05,159.97,53,2028-03-17,IN_STOCK
0121-0976,"Cefotan Injection, Powder, For Solution",Cephalosporin Antibacterial [EPC],"Pai Holdings, Llc Dba Pai Pharma",Cefotetan,48.4,62.92,396,2028-08-25,IN_STOCK
0121-0977,"Cefotan Injection, Powder, For Solution",Cephalosporin Antibacterial [EPC],"Pai Holdings, Llc Dba Pai Pharma",Cefotetan,50.75,65.98,299,2026-10-20,IN_STOCK
0121-0978,Diphenhydramine Hydrochloride Solution,Histamine H1 Receptor Antagonists [MoA],"Pai Holdings, Llc Dba Pai Pharma",DIPHENHYDRAMINE HYDROCHLORIDE,35.2,45.76,375,2027-09-05,IN_STOCK
0121-1008,Acetaminophen And Codeine Phosphate Solution,Full Opioid Agonists [MoA],"Pai Holdings, Llc Dba Pai Pharma",ACETAMINOPHEN and CODEINE PHOSPHATE,120.93,157.21,206,2026-12-07,IN_STOCK
0121-1012,Lacosamide Solution,Decreased Central Nervous System Disorganized Elec,"Pai Holdings, Llc Dba Pai Pharma",Lacosamide,145.59,189.27,168,2026-11-01,IN_STOCK
0121-1016,Atovaquone Suspension,Antimalarial [EPC],"Pai Holdings, Llc Dba Pai Pharma",Atovaquone,54.18,70.43,217,2028-07-03,IN_STOCK
0121-1018,Buprenorphine And Naloxone Tablet,Opioid Antagonist [EPC],"Pai Holdings, Llc Dba Pai Pharma",buprenorphine hydrochloride and naloxone hydrochloride,82.47,107.21,109,2028-05-07,IN_STOCK
0121-1019,Buprenorphine Hydrochloride Tablet,Partial Opioid Agonist [EPC],"Pai Holdings, Llc Dba Pai Pharma",buprenorphine hydrochloride,92.82,120.67,120,2028-06-01,IN_STOCK
0121-1022,Dye Free Childrens Ibuprofen Suspension,Anti-Inflammatory Agents,"Pai Holdings, Llc Dba Pai Pharma",Ibuprofen,21.94,28.52,182,2028-09-22,IN_STOCK
0121-1025,Cimetidine Hydrochloride Solution,Histamine H2 Receptor Antagonists [MoA],"Pai Holdings, Llc Dba Pai Pharma",Cimetidine Hydrochloride,129.38,168.19,388,2026-11-02,IN_STOCK
0121-1034,Hydroxyzine Hydrochloride Solution,Antihistamine [EPC],"Pai Holdings, Llc Dba Pai Pharma",hydroxyzine hydrochloride,44.37,57.68,69,2028-02-21,IN_STOCK
0121-1035,Lincomycin Injection,General Medicine,"Pai Holdings, Llc Dba Pai Pharma",Lincomycin Hydrochloride,132.17,171.82,215,2028-01-06,IN_STOCK
0121-1036,Hydrocodone Bitartrate And Homatropine Methylbromide Solution,Opioid Agonist [EPC],"Pai Holdings, Llc Dba Pai Pharma",Hydrocodone Bitartrate and Homatropine Methylbromide,125.27,162.85,179,2027-05-10,IN_STOCK
0121-1038,Megestrol Acetate Suspension,Progesterone Congeners [CS],"Pai Holdings, Llc Dba Pai Pharma",Megestrol Acetate,81.14,105.48,114,2027-01-23,IN_STOCK
0121-1047,Acetaminophen Solution,General Medicine,"Pai Holdings, Llc Dba Pai Pharma",Acetaminophen,59.26,77.04,44,2028-12-05,IN_STOCK
0121-1067,Gabapentin Solution,Decreased Central Nervous System Disorganized Elec,"Pai Holdings, Llc Dba Pai Pharma",Gabapentin,34.3,44.59,72,2027-12-29,IN_STOCK
0121-1070,Promethazine Dm Solution,Phenothiazine [EPC],"Pai Holdings, Llc Dba Pai Pharma",Promethazine Hydrochloride and Dextromethorphan Hydrobromide,78.37,101.88,272,2028-02-25,IN_STOCK
0121-1072,"Olanzapine Injection, Powder, For Solution",Atypical Antipsychotic [EPC],"Pai Holdings, Llc Dba Pai Pharma",Olanzapine,27.34,35.54,199,2028-02-08,IN_STOCK
0121-1154,Lactulose Solution,Acidifying Activity [MoA],"Pai Holdings, Llc Dba Pai Pharma",LACTULOSE,111.2,144.56,293,2027-08-14,IN_STOCK
0121-1190,Sodium Citrate And Citric Acid Solution,Acidifying Activity [MoA],"Pharmaceutical Associates, Inc.",SODIUM CITRATE and CITRIC ACID MONOHYDRATE,117.45,152.69,98,2028-11-26,IN_STOCK
0121-1276,Guaifenesin Dm Syrup,Decreased Respiratory Secretion Viscosity [PE],"Pai Holdings, Llc Dba Pai Pharma",GUAIFENESIN and DEXTROMETHORPHAN,131.41,170.83,289,2028-08-23,IN_STOCK
0121-1314,Acetaminophen Solution,General Medicine,"Pai Holdings, Llc Dba Pai Pharma",Acetaminophen,148.94,193.62,130,2028-10-11,IN_STOCK
0121-1350,Valproic Acid Solution,Anti-epileptic Agent [EPC],"Pai Holdings, Llc Dba Pai Pharma",VALPROIC ACID,10.3,13.39,223,2028-09-30,IN_STOCK
0121-1488,Guaifenesin Solution,Decreased Respiratory Secretion Viscosity [PE],"Pai Holdings, Llc Dba Pai Pharma",GUAIFENESIN,130.4,169.52,84,2026-10-05,IN_STOCK
0121-1544,Hydrocodone Bitartrate And Acetaminophen Solution,Opioid Agonist [EPC],"Pai Holdings, Llc Dba Pai Pharma",HYDROCODONE BITARTRATE and ACETAMINOPHEN,50.09,65.12,47,2028-09-03,IN_STOCK
0121-1550,Guaifenesin And Codeine Phosphate Solution,Decreased Respiratory Secretion Viscosity [PE],"Pai Holdings, Llc",Guaifenesin and Codeine Phosphate,127.98,166.37,69,2027-09-07,IN_STOCK
0121-1576,Metoclopramide Solution,Dopamine D2 Antagonists [MoA],"Pai Holdings, Llc Dba Pai Pharma",metoclopramide hydrochloride,72.7,94.51,48,2027-01-14,IN_STOCK
0121-1598,Levetiracetam Solution,Decreased Central Nervous System Disorganized Elec,"Pai Holdings, Llc Dba Pai Pharma",LEVETIRACETAM,80.48,104.62,362,2028-11-02,IN_STOCK
0121-1666,Childrens Ibuprofen Oral Suspension Suspension,Anti-Inflammatory Agents,"Pai Holdings, Llc Dba Pai Pharma",Ibuprofen,50.31,65.4,320,2028-11-15,IN_STOCK
0121-1730,Diphenhydramine Hcl Solution,Histamine H1 Receptor Antagonists [MoA],"Pai Holdings, Llc Dba Pai Pharma",diphenhydramine hydrochloride,50.26,65.34,132,2027-08-25,IN_STOCK
0121-1744,Guaifenesin Solution,Decreased Respiratory Secretion Viscosity [PE],"Pai Holdings, Llc Dba Pai Pharma",GUAIFENESIN,34.08,44.3,171,2027-07-11,IN_STOCK
0121-1746,Lactulose Solution,Acidifying Activity [MoA],"Pai Holdings, Llc Dba Pai Pharma",LACTULOSE,82.18,106.83,250,2028-08-18,IN_STOCK
0121-1760,Mag-Al Liquid Suspension,Calculi Dissolution Agent [EPC],"Pai Holdings, Llc",Aluminum Hydroxide and Magnesium Hydroxide,22.06,28.68,101,2027-03-11,IN_STOCK
0121-1761,Mag-Al Plus Suspension,Calculi Dissolution Agent [EPC],"Pai Holdings, Llc Dba Pai Pharma","Aluminum Hydroxide, Magnesium Hydroxide, and Simethicone",44.68,58.08,32,2028-06-29,IN_STOCK
0121-1762,Mag-Al Plus Suspension,Calculi Dissolution Agent [EPC],"Pai Holdings, Llc Dba Pai Pharma","Aluminum Hydroxide, Magnesium Hydroxide, and Dimethicone",86.15,112.0,77,2027-04-30,IN_STOCK
0121-1775,Guaifenesin And Codeine Phosphate Solution,Decreased Respiratory Secretion Viscosity [PE],"Pai Holdings, Llc",Guaifenesin and Codeine Phosphate,83.67,108.77,306,2027-08-23,IN_STOCK
0121-1781,Childrens Acetaminophen Suspension,General Medicine,"Pai Holdings, Llc Dba Pai Pharma",Acetaminophen,44.3,57.59,385,2027-07-18,IN_STOCK
0121-1828,Childrens Ibuprofen Oral Suspension Suspension,Anti-Inflammatory Agents,"Pharmaceutical Associates, Inc.",Ibuprofen,88.24,114.71,112,2026-12-12,IN_STOCK
0121-1854,Promethazine Hydrochloride Solution,Phenothiazine [EPC],"Pai Holdings, Llc Dba Pai Pharma",Promethazine Hydrochloride,50.15,65.2,198,2028-04-06,IN_STOCK
0121-1870,Docusate Sodium Liquid,General Medicine,"Pai Holdings, Llc Dba Pai Pharma",Docusate Sodium,69.33,90.13,91,2026-10-30,IN_STOCK
0121-1882,Acetaminophen Suspension,General Medicine,"Pai Holdings, Llc Dba Pai Pharma",Acetaminophen,73.26,95.24,370,2026-11-21,IN_STOCK
0121-1884,Phenobarbital Oral Solution Solution,General Medicine,"Pai Holdings, Llc Dba Pai Pharma",Phenobarbital Oral,20.36,26.47,52,2026-12-28,IN_STOCK
0121-1896,Potassium Chloride Solution,Increased Large Intestinal Motility [PE],"Pai Holdings, Llc Dba Pai Pharma",POTASSIUM CHLORIDE,66.84,86.89,116,2028-09-21,IN_STOCK
0121-1930,"Lactulose Powder, For Solution",Acidifying Activity [MoA],"Pai Holdings, Llc Dba Pai Pharma",Lactulose,91.44,118.87,328,2028-07-06,IN_STOCK
0121-1971,Acetaminophen Solution,General Medicine,"Pai Holdings, Llc Dba Pai Pharma",Acetaminophen,126.25,164.12,383,2027-12-31,IN_STOCK
0121-2024,Lacosamide Solution,Decreased Central Nervous System Disorganized Elec,"Pai Holdings, Llc Dba Pai Pharma",Lacosamide,94.37,122.68,184,2027-09-06,IN_STOCK
0121-2036,Buprenorphine And Naloxone Tablet,Opioid Antagonist [EPC],"Pai Holdings, Llc Dba Pai Pharma",buprenorphine hydrochloride and naloxone hydrochloride,123.53,160.59,390,2028-11-15,IN_STOCK
0121-2038,Buprenorphine Hydrochloride Tablet,Partial Opioid Agonist [EPC],"Pai Holdings, Llc Dba Pai Pharma",buprenorphine hydrochloride,102.28,132.96,298,2026-12-20,IN_STOCK
0121-2044,Dye Free Childrens Ibuprofen Suspension,Anti-Inflammatory Agents,"Pai Holdings, Llc Dba Pai Pharma",Ibuprofen,146.18,190.03,263,2028-05-04,IN_STOCK
0121-2094,Acetaminophen Solution,General Medicine,"Pai Holdings, Llc Dba Pai Pharma",Acetaminophen,24.11,31.34,382,2028-01-23,IN_STOCK
0121-2106,Leuprolide Acetate Kit,General Medicine,"Pai Holdings, Llc Dba Pai Pharma",leuprolide acetate,19.1,24.83,183,2028-08-31,IN_STOCK
0121-2134,Gabapentin Solution,Decreased Central Nervous System Disorganized Elec,"Pai Holdings, Llc Dba Pai Pharma",Gabapentin,98.44,127.97,263,2028-01-25,IN_STOCK
0121-2232,Guaifenesin Solution,Decreased Respiratory Secretion Viscosity [PE],"Pai Holdings, Llc Dba Pai Pharma",GUAIFENESIN,38.6,50.18,139,2027-02-25,IN_STOCK
0121-2316,Hydrocodone Bitartrate And Acetaminophen Solution,Opioid Agonist [EPC],"Pai Holdings, Llc Dba Pai Pharma",HYDROCODONE BITARTRATE and ACETAMINOPHEN,129.86,168.82,340,2027-06-22,IN_STOCK
0121-2397,Levetiracetam Solution,Decreased Central Nervous System Disorganized Elec,"Pai Holdings, Llc Dba Pai Pharma",LEVETIRACETAM,137.36,178.57,225,2027-04-06,IN_STOCK
0121-2823,Acetaminophen Suspension,General Medicine,"Pai Holdings, Llc Dba Pai Pharma",Acetaminophen,106.44,138.37,365,2027-09-04,IN_STOCK
0121-2826,Phenobarbital Oral Solution Solution,General Medicine,"Pai Holdings, Llc Dba Pai Pharma",Phenobarbital Oral,119.37,155.18,191,2028-01-08,IN_STOCK
0121-2847,Potassium Chloride Solution,Increased Large Intestinal Motility [PE],"Pai Holdings, Llc Dba Pai Pharma",POTASSIUM CHLORIDE,75.69,98.4,58,2028-01-30,IN_STOCK
0121-3036,Lacosamide Solution,Decreased Central Nervous System Disorganized Elec,"Pai Holdings, Llc Dba Pai Pharma",Lacosamide,21.37,27.78,270,2028-01-16,IN_STOCK
0121-3141,Acetaminophen Solution,General Medicine,"Pai Holdings, Llc Dba Pai Pharma",Acetaminophen,127.64,165.93,169,2028-11-25,IN_STOCK
0121-4048,Lacosamide Solution,Decreased Central Nervous System Disorganized Elec,"Pai Holdings, Llc Dba Pai Pharma",Lacosamide,55.55,72.22,319,2027-02-08,IN_STOCK
0121-4067,Gabapentin Solution,Decreased Central Nervous System Disorganized Elec,"Pai Holdings, Llc Dba Pai Pharma",Gabapentin,78.65,102.25,232,2028-10-01,IN_STOCK
0121-4577,Lactulose Solution,Acidifying Activity [MoA],"Pai Holdings, Llc Dba Pai Pharma",LACTULOSE,120.53,156.69,191,2028-04-22,IN_STOCK
0121-4675,Valproic Acid Solution,Anti-epileptic Agent [EPC],"Pai Holdings, Llc Dba Pai Pharma",VALPROIC ACID,99.17,128.92,179,2028-03-29,IN_STOCK
0121-4721,Fluoxetine Solution,Serotonin Reuptake Inhibitor [EPC],"Pai Holdings, Llc Dba Pai Pharma",FLUOXETINE HYDROCHLORIDE,71.84,93.39,327,2027-11-28,IN_STOCK
0121-4727,Ranitidine Syrup,Histamine H2 Receptor Antagonists [MoA],"Pharmaceutical Associates, Inc.",RANITIDINE,39.59,51.47,149,2028-04-14,IN_STOCK
0121-4759,Prednisolone Sodium Phosphate Solution,Corticosteroid Hormone Receptor Agonists [MoA],"Pai Holdings, Llc Dba Pai Pharma",Prednisolone Sodium Phosphate,28.06,36.48,271,2027-10-29,IN_STOCK
0121-4766,Calcium Carbonate Suspension,Blood Coagulation Factor [EPC],"Pai Holdings, Llc Dba Pai Pharma",Calcium Carbonate,14.58,18.95,131,2028-09-10,IN_STOCK
0121-4772,Hydrocodone Bitartrate And Acetaminophen Solution,Opioid Agonist [EPC],"Pai Holdings, Llc Dba Pai Pharma",HYDROCODONE BITARTRATE and ACETAMINOPHEN,90.69,117.9,247,2028-05-03,IN_STOCK
0121-4799,Levetiracetam Solution,Decreased Central Nervous System Disorganized Elec,"Pai Holdings, Llc Dba Pai Pharma",LEVETIRACETAM,119.16,154.91,303,2028-09-10,IN_STOCK
0121-4810,Nystatin Suspension,Polyene Antifungal [EPC],"Pharmaceutical Associates, Inc.",NYSTATIN,39.24,51.01,364,2028-08-16,IN_STOCK
0121-4820,Theophylline Solution,Methylxanthine [EPC],"Pai Holdings, Llc Dba Pai Pharma",THEOPHYLLINE,16.29,21.18,389,2028-05-10,IN_STOCK
0121-4827,Oxycodone Hydrochloride Solution,Full Opioid Agonists [MoA],"Pai Holdings, Llc Dba Pai Pharma",OXYCODONE HYDROCHLORIDE,126.33,164.23,83,2028-05-29,IN_STOCK
0121-4948,Potassium Chloride Solution,Increased Large Intestinal Motility [PE],"Pai Holdings, Llc Dba Pai Pharma",POTASSIUM CHLORIDE,91.43,118.86,191,2028-04-21,IN_STOCK
0121-4950,Lidocaine Hydrochloride Solution,Amide Local Anesthetic [EPC],"Pai Holdings, Llc Dba Pai Pharma",Lidocaine Hydrochloride,19.16,24.91,252,2027-03-30,IN_STOCK
0121-4955,Morphine Sulfate Solution,Full Opioid Agonists [MoA],"Pai Holdings, Llc Dba Pai Pharma",MORPHINE SULFATE,49.67,64.57,232,2026-12-11,IN_STOCK
0121-4967,Senna Liquid,General Medicine,"Pai Holdings, Llc Dba Pai Pharma",sennosides,91.75,119.28,375,2028-06-02,IN_STOCK
0126-0016,"Prevident Gel, Dentifrice",General Medicine,"Colgate Oral Pharmaceuticals, Inc.",Sodium fluoride,116.84,151.89,219,2027-09-01,IN_STOCK
0126-0022,"Prevident 5000 Enamel Protect Gel, Dentifrice",General Medicine,"Colgate Oral Pharmaceuticals, Inc.",SODIUM FLUORIDE and POTASSIUM NITRATE,76.67,99.67,363,2026-12-02,IN_STOCK
0126-0032,Colgate Phos-Flur Ortho Defense Alcohol Free Anticavity Mint Fluoride Rinse,General Medicine,"Colgate Oral Pharmaceuticals, Inc.",SODIUM FLUORIDE,18.13,23.57,96,2028-05-17,IN_STOCK
0126-0033,Prevident Alcohol Free Mouthwash,General Medicine,"Colgate Oral Pharmaceuticals, Inc.",Sodium Fluoride,135.97,176.76,350,2026-10-01,IN_STOCK
0126-0034,Colgate Phos-Flur Ortho Defense Alcohol Free Anticavity Gushing Grape Fluoride Rinse,General Medicine,"Colgate Oral Pharmaceuticals, Inc.",SODIUM FLUORIDE,114.78,149.21,363,2027-03-02,IN_STOCK
0126-0070,"Prevident Gel, Dentifrice",General Medicine,"Colgate Oral Pharmaceuticals, Inc.",Sodium fluoride and Potassium nitrate,70.68,91.88,174,2027-11-04,IN_STOCK
0126-0072,"Prevident 5000 Booster Plus Fruitastic Paste, Dentifrice",General Medicine,"Colgate Oral Pharmaceuticals, Inc.",Sodium Fluoride,94.26,122.54,253,2027-04-19,IN_STOCK
0126-0074,"Prevident 5000 Booster Plus Spearmint Paste, Dentifrice",General Medicine,"Colgate Oral Pharmaceuticals, Inc.",Sodium Fluoride,34.82,45.27,187,2027-08-03,IN_STOCK
0126-0083,Peroxyl Mouth Sore Mild Mint Rinse,General Medicine,Colgate Oral Pharmaceuticals Inc.,Hydrogen Peroxide,87.69,114.0,372,2027-08-08,IN_STOCK
0126-0088,"Prevident Fresh Mint Gel, Dentifrice",General Medicine,"Colgate Oral Pharmaceuticals, Inc.",Sodium Fluoride,138.18,179.63,247,2028-10-05,IN_STOCK
0126-0165,"Gel-Kam Fruit And Berry Gel, Dentifrice",General Medicine,"Colgate Oral Pharmaceuticals, Inc.",Stannous Fluoride,147.47,191.71,201,2026-12-31,IN_STOCK
0126-0192,"Gel-Kam Mint Gel, Dentifrice",General Medicine,"Colgate Oral Pharmaceuticals, Inc.",Stannous Fluoride,89.5,116.35,338,2028-03-06,IN_STOCK
0126-0272,Periogard Alcohol Free Rinse,Decreased Cell Wall Integrity [PE],"Colgate Oral Pharmaceuticals, Inc.",Chlorhexidine Gluconate,63.61,82.69,90,2027-07-29,IN_STOCK
0126-0282,Periogard Alcohol Free Rinse,Decreased Cell Wall Integrity [PE],"Colgate Oral Pharmaceuticals, Inc.",Chlorhexidine Gluconate,14.05,18.27,306,2026-11-24,IN_STOCK
0126-0286,"Prevident Paste, Dentifrice",General Medicine,Colgate Oral Pharmaceuticals Inc.,Sodium Fluoride,5.12,6.66,311,2027-10-03,IN_STOCK
0126-0287,"Prevident Paste, Dentifrice",General Medicine,Colgate Oral Pharmaceuticals Inc.,Sodium Fluoride,20.91,27.18,169,2026-11-01,IN_STOCK
0126-0288,"Prevident Very Berry Gel, Dentifrice",General Medicine,"Colgate Oral Pharmaceuticals, Inc.",Sodium Fluoride,39.11,50.84,384,2028-05-27,IN_STOCK
0126-0289,"Prevident Orthodefense Paste, Dentifrice",General Medicine,"Colgate Oral Pharmaceuticals, Inc.",SODIUM FLUORIDE,62.17,80.82,187,2028-09-28,IN_STOCK
0126-0311,"Prevident 5000 Kids Paste, Dentifrice",General Medicine,"Colgate Oral Pharmaceuticals, Inc.",Sodium Fluoride,60.5,78.65,220,2027-12-20,IN_STOCK
0131-1810,Vimpat Injection,Decreased Central Nervous System Disorganized Elec,"Ucb, Inc.",lacosamide,84.04,109.25,364,2027-03-27,IN_STOCK
0131-2477,"Vimpat Tablet, Film Coated",Decreased Central Nervous System Disorganized Elec,"Ucb, Inc.",lacosamide,73.86,96.02,121,2028-04-21,IN_STOCK
0131-2478,"Vimpat Tablet, Film Coated",Decreased Central Nervous System Disorganized Elec,"Ucb, Inc.",lacosamide,60.77,79.0,209,2027-12-02,IN_STOCK
0131-2479,"Vimpat Tablet, Film Coated",Decreased Central Nervous System Disorganized Elec,"Ucb, Inc.",lacosamide,27.37,35.58,368,2027-02-06,IN_STOCK
0131-2480,"Vimpat Tablet, Film Coated",Decreased Central Nervous System Disorganized Elec,"Ucb, Inc.",lacosamide,24.47,31.81,61,2028-07-25,IN_STOCK
0131-5410,Vimpat Solution,Decreased Central Nervous System Disorganized Elec,"Ucb, Inc.",lacosamide,7.28,9.46,394,2028-02-11,IN_STOCK
0132-0075,Fleet Suppository,Allergens [CS],"C.B. Fleet Company, Inc.",Glycerin,100.4,130.52,94,2026-12-26,IN_STOCK
0132-0078,Fleet Enema,Increased Large Intestinal Motility [PE],"C.B. Fleet Company, Inc.","sodium phosphate, dibasic and sodium phosphate, monobasic",24.9,32.37,237,2028-01-10,IN_STOCK
0132-0113,Pedia-Lax Liquid,General Medicine,"C.B. Fleet Company, Inc.",Docusate Sodium,134.57,174.94,381,2028-06-10,IN_STOCK
0132-0185,Fleet Liquid,Allergens [CS],"C.B. Fleet Company, Inc.",glycerin,139.9,181.87,344,2027-04-03,IN_STOCK
0132-0190,Pedia-Lax Liquid,Allergens [CS],"C.B. Fleet Company, Inc.",Glycerin,70.89,92.16,242,2028-04-18,IN_STOCK
0132-0195,Pedia-Lax Liquid,Allergens [CS],"C.B. Fleet Company, Inc.",Glycerin,123.91,161.08,221,2027-09-29,IN_STOCK
0132-0201,Fleet Enema,General Medicine,"C.B. Fleet Company, Inc.","sodium phosphate, dibasic and sodium phosphate, monobasic",37.73,49.05,242,2028-06-11,IN_STOCK
0132-0202,Pedia-Lax Enema,Increased Large Intestinal Motility [PE],"C.B. Fleet Company, Inc.","sodium phosphate, dibasic and sodium phosphate, monobasic",6.08,7.9,280,2028-10-18,IN_STOCK
0132-0208,"Phazyme Capsule, Gelatin Coated",Skin Barrier Activity [PE],"C.B. Fleet Company, Inc.",Simethicone,39.33,51.13,281,2027-07-03,IN_STOCK
0132-0211,"Phazyme Capsule, Gelatin Coated",Skin Barrier Activity [PE],"C.B. Fleet Company, Inc.",Simethicone,64.57,83.94,304,2028-05-13,IN_STOCK
0132-0222,"Phazyme Ultimate Capsule, Liquid Filled",Skin Barrier Activity [PE],"C.B. Fleet Company, Inc.",SIMETHICONE,58.21,75.67,44,2028-05-04,IN_STOCK
0132-0301,Fleet Enema,General Medicine,"C.B. Fleet Company, Inc.",Mineral Oil,75.07,97.59,213,2027-01-24,IN_STOCK
0132-0323,Boudreauxs Cream,General Medicine,"C.B. Fleet Company, Inc.",Zinc Oxide,89.14,115.88,378,2026-12-21,IN_STOCK
0132-0324,Boudreauxs Ointment,Copper Absorption Inhibitor [EPC],"C.B. Fleet Company, Inc.",Zinc Oxide,25.6,33.28,399,2028-03-23,IN_STOCK
0132-0326,Boudreauxs Butt Barrier Ointment,Skin Barrier Activity [PE],"C.B. Fleet Company, Inc.",Dimethicone,147.62,191.91,168,2028-01-20,IN_STOCK
0132-0327,Boudreauxs Baby Shower Bundle Kit,General Medicine,"C.B. Fleet Company, Inc.",Zinc oxide,79.96,103.95,292,2028-06-16,IN_STOCK
0132-0333,Boudreauxs Cream,General Medicine,"C.B. Fleet Company, Inc.",Zinc Oxide,17.82,23.17,266,2028-07-07,IN_STOCK
0132-0334,Boudreauxs Cream,General Medicine,"C.B. Fleet Company, Inc.",Zinc Oxide,112.54,146.3,367,2026-12-19,IN_STOCK
0132-0400,Fleet Liquid,General Medicine,"C.B. Fleet Company, Inc.",Mineral Oil,104.19,135.45,301,2028-12-26,IN_STOCK
0132-0401,"Fleet Tablet, Coated",Increased Large Intestinal Motility [PE],"C.B. Fleet Company, Inc.",bisacodyl,89.05,115.77,338,2026-11-24,IN_STOCK
0132-0402,"Fleet Capsule, Liquid Filled",General Medicine,"C.B. Fleet Company, Inc.",docusate sodium,136.02,176.83,298,2028-12-06,IN_STOCK
0132-0655,"Pedia-Lax Tablet, Chewable",Calculi Dissolution Agent [EPC],"C.B. Fleet Company, Inc.",Magnesium hydroxide,6.56,8.53,257,2028-03-08,IN_STOCK
0132-0703,Fleet Enema,Increased Large Intestinal Motility [PE],"C.B. Fleet Company, Inc.",Bisacodyl,136.38,177.29,318,2028-10-21,IN_STOCK
0135-0070,Tums Tablet,Blood Coagulation Factor [EPC],Haleon Us Holdings Llc,calcium carbonate,53.07,68.99,205,2028-12-26,IN_STOCK
0135-0071,Tums Tablet,Blood Coagulation Factor [EPC],Haleon Us Holdings Llc,calcium carbonate,47.72,62.04,110,2026-11-06,IN_STOCK
0135-0074,Tums Tablet,Blood Coagulation Factor [EPC],Haleon Us Holdings Llc,calcium carbonate,105.78,137.51,330,2028-11-06,IN_STOCK
